sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"C17orf50","Approved symbol","C17orf50","chromosome 17 open reading frame 50","HGNC:29581","17q12"
"KIAA1755","Approved symbol","KIAA1755","KIAA1755","HGNC:29372","20q11.23"
"DNLZ","Approved symbol","DNLZ","DNL-type zinc finger","HGNC:33879","9q34.3"
"SPTA1","Approved symbol","SPTA1","spectrin alpha, erythrocytic 1","HGNC:11272","1q23.1"
"OR1G1","Approved symbol","OR1G1","olfactory receptor family 1 subfamily G member 1","HGNC:8204","17p13.3"
"CCDC37","Previous symbol","CFAP100","cilia and flagella associated protein 100","HGNC:26842","3q21.3"
"TMEM207","Approved symbol","TMEM207","transmembrane protein 207","HGNC:33705","3q28"
"PMCH","Approved symbol","PMCH","pro-melanin concentrating hormone","HGNC:9109","12q23.2"
"ZNF610","Approved symbol","ZNF610","zinc finger protein 610","HGNC:26687","19q13.41"
"TRIM6-TRIM34","Approved symbol","TRIM6-TRIM34","TRIM6-TRIM34 readthrough","HGNC:33440","11p15.4"
"AC021860.1","Unmatched","","","",""
"FAM71C","Previous symbol","GARIN6","golgi associated RAB2 interactor family member 6","HGNC:28594","12q23.1"
"TKTL2","Approved symbol","TKTL2","transketolase like 2","HGNC:25313","4q32.2"
"LPAR6","Approved symbol","LPAR6","lysophosphatidic acid receptor 6","HGNC:15520","13q14.2"
"ZNF625-ZNF20","Approved symbol","ZNF625-ZNF20","ZNF625-ZNF20 readthrough (NMD candidate)","HGNC:48368","19p13.2"
"LILRB3","Approved symbol","LILRB3","leukocyte immunoglobulin like receptor B3","HGNC:6607","19q13.42"
"GDF5OS","Previous symbol","GDF5-AS1","GDF5 antisense RNA 1","HGNC:33435","20q11.22"
"C17orf77","Previous symbol","CD300LD-AS1","CD300LD antisense RNA 1","HGNC:26480","17q25.1"
"RP11-3B7.1","Unmatched","","","",""
"AL354808.2","Unmatched","","","",""
"RNF183","Approved symbol","RNF183","ring finger protein 183","HGNC:28721","9q32"
"CCDC81","Approved symbol","CCDC81","coiled-coil domain containing 81","HGNC:26281","11q14.2"
"C16orf78","Approved symbol","C16orf78","chromosome 16 open reading frame 78","HGNC:28479","16q12.1"
"MLF1","Approved symbol","MLF1","myeloid leukemia factor 1","HGNC:7125","3q25.32"
"ZNF613","Approved symbol","ZNF613","zinc finger protein 613","HGNC:25827","19q13.41"
"AC004017.1","Unmatched","","","",""
"RP11-597K23.2","Unmatched","","","",""
"ZNF211","Approved symbol","ZNF211","zinc finger protein 211","HGNC:13003","19q13.43"
"MILR1","Approved symbol","MILR1","mast cell immunoglobulin like receptor 1","HGNC:27570","17q23.3"
"GOT1L1","Approved symbol","GOT1L1","glutamic-oxaloacetic transaminase 1 like 1","HGNC:28487","8p11.23"
"CSRP1","Approved symbol","CSRP1","cysteine and glycine rich protein 1","HGNC:2469","1q32.1"
"FAM212B","Previous symbol","INKA2","inka box actin regulator 2","HGNC:28045","1p13.2"
"GOLGA8K","Approved symbol","GOLGA8K","golgin A8 family member K","HGNC:38652","15q13.3"
"ZNF773","Approved symbol","ZNF773","zinc finger protein 773","HGNC:30487","19q13.43"
"C9orf24","Previous symbol","SPMIP6","sperm microtubule inner protein 6","HGNC:19919","9p13.3"
"SYNGR4","Approved symbol","SYNGR4","synaptogyrin 4","HGNC:11502","19q13.33"
"CPPED1","Approved symbol","CPPED1","calcineurin like phosphoesterase domain containing 1","HGNC:25632","16p13.12"
"ZNF75A","Approved symbol","ZNF75A","zinc finger protein 75A","HGNC:13146","16p13.3"
"RPUSD1","Approved symbol","RPUSD1","RNA pseudouridine synthase domain containing 1","HGNC:14173","16p13.3"
"WDR16","Previous symbol","CFAP52","cilia and flagella associated protein 52","HGNC:16053","17p13.1"
"LSMD1","Previous symbol","NAA38","N-alpha-acetyltransferase 38, NatC auxiliary subunit","HGNC:28212","17p13.1"
"CEACAM3","Approved symbol","CEACAM3","CEA cell adhesion molecule 3","HGNC:1815","19q13.2"
"FAM107A","Approved symbol","FAM107A","family with sequence similarity 107 member A","HGNC:30827","3p14.3-p14.2"
"PIP","Approved symbol","PIP","prolactin induced protein","HGNC:8993","7q34"
"NPIPB8","Approved symbol","NPIPB8","nuclear pore complex interacting protein family member B8","HGNC:37490","16p11.2"
"ZNF256","Approved symbol","ZNF256","zinc finger protein 256","HGNC:13049","19q13.43"
"PROL1","Previous symbol","OPRPN","opiorphin prepropeptide","HGNC:17279","4q13.3"
"MTX3","Approved symbol","MTX3","metaxin 3","HGNC:24812","5q14.1"
"UPK3B","Approved symbol","UPK3B","uroplakin 3B","HGNC:21444","7q11.23"
"ZNF569","Approved symbol","ZNF569","zinc finger protein 569","HGNC:24737","19q13.12"
"CCDC154","Approved symbol","CCDC154","coiled-coil domain containing 154","HGNC:34454","16p13.3"
"C4orf32","Previous symbol","FAM241A","family with sequence similarity 241 member A","HGNC:26813","4q25"
"CA1","Approved symbol","CA1","carbonic anhydrase 1","HGNC:1368","8q21.2"
"ERV3-1","Approved symbol","ERV3-1","endogenous retrovirus group 3 member 1, envelope","HGNC:3454","7q11.21"
"ZNF268","Approved symbol","ZNF268","zinc finger protein 268","HGNC:13061","12q24.33"
"IGFL1","Approved symbol","IGFL1","IGF like family member 1","HGNC:24093","19q13.32"
"GBP3","Approved symbol","GBP3","guanylate binding protein 3","HGNC:4184","1p22.2"
"AP002884.2","Unmatched","","","",""
"NMUR2","Approved symbol","NMUR2","neuromedin U receptor 2","HGNC:16454","5q33.1"
"RTP3","Approved symbol","RTP3","receptor transporter protein 3","HGNC:15572","3p21.31"
"QPRT","Approved symbol","QPRT","quinolinate phosphoribosyltransferase","HGNC:9755","16p11.2"
"CYP1A2","Approved symbol","CYP1A2","cytochrome P450 family 1 subfamily A member 2","HGNC:2596","15q24.1"
"GCOM1","Approved symbol","GCOM1","GCOM1, MYZAP-POLR2M combined locus","HGNC:26424","15q21.3"
"DNASE1L2","Approved symbol","DNASE1L2","deoxyribonuclease 1 like 2","HGNC:2958","16p13.3"
"SLC41A3","Approved symbol","SLC41A3","solute carrier family 41 member 3","HGNC:31046","3q21.2-q21.3"
"OR6T1","Approved symbol","OR6T1","olfactory receptor family 6 subfamily T member 1","HGNC:14848","11q24.1"
"OPTC","Approved symbol","OPTC","opticin","HGNC:8158","1q32.1"
"INSL6","Approved symbol","INSL6","insulin like 6","HGNC:6089","9p24.1"
"NFXL1","Approved symbol","NFXL1","nuclear transcription factor, X-box binding like 1","HGNC:18726","4p12"
"COL21A1","Approved symbol","COL21A1","collagen type XXI alpha 1 chain","HGNC:17025","6p12.1"
"RP11-552I14.1","Unmatched","","","",""
"CEACAM8","Approved symbol","CEACAM8","CEA cell adhesion molecule 8","HGNC:1820","19q13.2"
"LRRTM4","Approved symbol","LRRTM4","leucine rich repeat transmembrane neuronal 4","HGNC:19411","2p12"
"TLDC2","Approved symbol","TLDC2","TBC/LysM-associated domain containing 2","HGNC:16112","20q11.23"
"GRIK1-AS2","Approved symbol","GRIK1-AS2","GRIK1 antisense RNA 2","HGNC:1282","21q22.11"
"PARS2","Approved symbol","PARS2","prolyl-tRNA synthetase 2, mitochondrial","HGNC:30563","1p32.3"
"GPBAR1","Approved symbol","GPBAR1","G protein-coupled bile acid receptor 1","HGNC:19680","2q35"
"IL1B","Approved symbol","IL1B","interleukin 1 beta","HGNC:5992","2q14.1"
"FRAS1","Approved symbol","FRAS1","Fraser extracellular matrix complex subunit 1","HGNC:19185","4q21.21"
"TAS2R20","Approved symbol","TAS2R20","taste 2 receptor member 20","HGNC:19109","12p13.2"
"REG1B","Approved symbol","REG1B","regenerating family member 1 beta","HGNC:9952","2p12"
"SLC16A7","Approved symbol","SLC16A7","solute carrier family 16 member 7","HGNC:10928","12q14.1"
"DYNAP","Approved symbol","DYNAP","dynactin associated protein","HGNC:26808","18q21.2"
"ISX","Approved symbol","ISX","intestine specific homeobox","HGNC:28084","22q12.3"
"PAPPA-AS1","Approved symbol","PAPPA-AS1","PAPPA antisense RNA 1","HGNC:35152","9q33.2"
"HMHB1","Approved symbol","HMHB1","histocompatibility minor HB-1","HGNC:29677","5q31.3"
"ZNF20","Approved symbol","ZNF20","zinc finger protein 20","HGNC:12992","19p13.2"
"KRTAP5-9","Approved symbol","KRTAP5-9","keratin associated protein 5-9","HGNC:23604","11q13.4"
"RASSF9","Approved symbol","RASSF9","Ras association domain family member 9","HGNC:15739","12q21.31"
"C9orf153","Approved symbol","C9orf153","chromosome 9 open reading frame 153","HGNC:31456","9q21.33"
"TMPRSS11F","Approved symbol","TMPRSS11F","transmembrane serine protease 11F","HGNC:29994","4q13.2"
"PABPC4L","Approved symbol","PABPC4L","poly(A) binding protein cytoplasmic 4 like","HGNC:31955","4q28.3"
"ZNF426","Approved symbol","ZNF426","zinc finger protein 426","HGNC:20725","19p13.2"
"ADH4","Approved symbol","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide","HGNC:252","4q23"
"ZPBP2","Approved symbol","ZPBP2","zona pellucida binding protein 2","HGNC:20678","17q21.1"
"TAS2R38","Approved symbol","TAS2R38","taste 2 receptor member 38","HGNC:9584","7q34"
"SPIRE2","Approved symbol","SPIRE2","spire type actin nucleation factor 2","HGNC:30623","16q24.3"
"TMIGD1","Approved symbol","TMIGD1","transmembrane and immunoglobulin domain containing 1","HGNC:32431","17q11.2"
"AADACL3","Approved symbol","AADACL3","arylacetamide deacetylase like 3","HGNC:32037","1p36.21"
"C10orf107","Previous symbol","CABCOCO1","ciliary associated calcium binding coiled-coil 1","HGNC:28678","10q21.2"
"ZFP28","Approved symbol","ZFP28","ZFP28 zinc finger protein","HGNC:17801","19q13.43"
"MRPL35","Approved symbol","MRPL35","mitochondrial ribosomal protein L35","HGNC:14489","2p11.2"
"C9orf40","Approved symbol","C9orf40","chromosome 9 open reading frame 40","HGNC:23433","9q21.13"
"MRPS34","Approved symbol","MRPS34","mitochondrial ribosomal protein S34","HGNC:16618","16p13.3"
"HIST1H3D","Previous symbol","H3C4","H3 clustered histone 4","HGNC:4767","6p22.2"
"CCNB1IP1","Approved symbol","CCNB1IP1","cyclin B1 interacting protein 1","HGNC:19437","14q11.2"
"ZNF32","Approved symbol","ZNF32","zinc finger protein 32","HGNC:13095","10q11.21"
"ZNF180","Approved symbol","ZNF180","zinc finger protein 180","HGNC:12970","19q13.31"
"AKR1C3","Approved symbol","AKR1C3","aldo-keto reductase family 1 member C3","HGNC:386","10p15.1"
"ODAPH","Approved symbol","ODAPH","odontogenesis associated phosphoprotein","HGNC:26300","4q21.1"
"MPP4","Approved symbol","MPP4","MAGUK p55 scaffold protein 4","HGNC:13680","2q33.1"
"GOLGA6L1","Approved symbol","GOLGA6L1","golgin A6 family like 1","HGNC:37444","15q11.2"
"LY6G6F","Approved symbol","LY6G6F","lymphocyte antigen 6 family member G6F","HGNC:13933","6p21.33"
"ACY3","Approved symbol","ACY3","aminoacylase 3","HGNC:24104","11q13.2"
"AC069547.1","Unmatched","","","",""
"GZMA","Approved symbol","GZMA","granzyme A","HGNC:4708","5q11.2"
"ZSCAN30","Approved symbol","ZSCAN30","zinc finger and SCAN domain containing 30","HGNC:33517","18q12.2"
"PTTG2","Approved symbol","PTTG2","pituitary tumor-transforming 2","HGNC:9691","4p14"
"OVCH1","Approved symbol","OVCH1","ovochymase 1","HGNC:23080","12p11.22"
"SPATA31A3","Approved symbol","SPATA31A3","SPATA31 subfamily A member 3","HGNC:32003","9q21.11"
"S100A4","Approved symbol","S100A4","S100 calcium binding protein A4","HGNC:10494","1q21.3"
"SLC2A7","Approved symbol","SLC2A7","solute carrier family 2 member 7","HGNC:13445","1p36.23"
"USH2A","Approved symbol","USH2A","usherin","HGNC:12601","1q41"
"COX6A1P2","Approved symbol","COX6A1P2","COX6A1 pseudogene 2","HGNC:35239","6p21.2"
"ZNF680","Approved symbol","ZNF680","zinc finger protein 680","HGNC:26897","7q11.21"
"TNFRSF13B","Approved symbol","TNFRSF13B","TNF receptor superfamily member 13B","HGNC:18153","17p11.2"
"FCGR1A","Approved symbol","FCGR1A","Fc gamma receptor Ia","HGNC:3613","1q21.2"
"ZNF177","Approved symbol","ZNF177","zinc finger protein 177","HGNC:12966","19p13.2"
"CSNK1A1L","Approved symbol","CSNK1A1L","casein kinase 1 alpha 1 like","HGNC:20289","13q13.3"
"CCL4","Approved symbol","CCL4","C-C motif chemokine ligand 4","HGNC:10630","17q12"
"LYZ","Approved symbol","LYZ","lysozyme","HGNC:6740","12q15"
"SLC10A6","Approved symbol","SLC10A6","solute carrier family 10 member 6","HGNC:30603","4q21.3"
"UCP2","Approved symbol","UCP2","uncoupling protein 2","HGNC:12518","11q13.4"
"AC008948.1","Unmatched","","","",""
"TNFRSF10C","Approved symbol","TNFRSF10C","TNF receptor superfamily member 10c","HGNC:11906","8p21.3"
"ANKRD53","Approved symbol","ANKRD53","ankyrin repeat domain 53","HGNC:25691","2p13.3"
"ERMN","Approved symbol","ERMN","ermin","HGNC:29208","2q24.1"
"DNAJC5G","Approved symbol","DNAJC5G","DnaJ heat shock protein family (Hsp40) member C5 gamma","HGNC:24844","2p23.3"
"C4orf50","Approved symbol","C4orf50","chromosome 4 open reading frame 50","HGNC:33766","4p16.2-p16.1"
"MTFMT","Approved symbol","MTFMT","mitochondrial methionyl-tRNA formyltransferase","HGNC:29666","15q22.31"
"MAATS1","Previous symbol","CFAP91","cilia and flagella associated protein 91","HGNC:24010","3q13.33"
"OR6C74","Approved symbol","OR6C74","olfactory receptor family 6 subfamily C member 74","HGNC:31303","12q13.2"
"NUDT7","Approved symbol","NUDT7","nudix hydrolase 7","HGNC:8054","16q23.1"
"FGL2","Approved symbol","FGL2","fibrinogen like 2","HGNC:3696","7q11.23"
"TMEM154","Approved symbol","TMEM154","transmembrane protein 154","HGNC:26489","4q31.3"
"C9orf57","Approved symbol","C9orf57","chromosome 9 open reading frame 57","HGNC:27037","9q21.13"
"TNFSF18","Approved symbol","TNFSF18","TNF superfamily member 18","HGNC:11932","1q25.1"
"F13B","Approved symbol","F13B","coagulation factor XIII B chain","HGNC:3534","1q31.3"
"NPIPB3","Approved symbol","NPIPB3","nuclear pore complex interacting protein family member B3","HGNC:28989","16p12.2"
"ZNF705B","Approved symbol","ZNF705B","zinc finger protein 705B","HGNC:32284","8p23.1"
"AP4S1","Approved symbol","AP4S1","adaptor related protein complex 4 subunit sigma 1","HGNC:575","14q12"
"GNGT2","Approved symbol","GNGT2","G protein subunit gamma transducin 2","HGNC:4412","17q21.32"
"TMIGD2","Approved symbol","TMIGD2","transmembrane and immunoglobulin domain containing 2","HGNC:28324","19p13.3"
"MRPS5","Approved symbol","MRPS5","mitochondrial ribosomal protein S5","HGNC:14498","2q11.1"
"C2ORF15","Approved symbol","C2orf15","chromosome 2 open reading frame 15","HGNC:28436","2q11.2"
"C7orf76","Previous symbol","SEM1","SEM1 26S proteasome subunit","HGNC:10845","7q21.3"
"ZNF30","Approved symbol","ZNF30","zinc finger protein 30","HGNC:13090","19q13.13"
"FAM111A","Approved symbol","FAM111A","FAM111 trypsin like peptidase A","HGNC:24725","11q12.1"
"TYRP1","Approved symbol","TYRP1","tyrosinase related protein 1","HGNC:12450","9p23"
"P2RY6","Approved symbol","P2RY6","pyrimidinergic receptor P2Y6","HGNC:8543","11q13.4"
"GNPTG","Approved symbol","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma","HGNC:23026","16p13.3"
"ADH1B","Approved symbol","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","HGNC:250","4q23"
"TMEM17","Approved symbol","TMEM17","transmembrane protein 17","HGNC:26623","2p15"
"USP17L15","Approved symbol","USP17L15","ubiquitin specific peptidase 17 like family member 15","HGNC:44443","4p16.1"
"OR8B2","Approved symbol","OR8B2","olfactory receptor family 8 subfamily B member 2","HGNC:8471","11q24.2"
"ZNF567","Approved symbol","ZNF567","zinc finger protein 567","HGNC:28696","19q13.12"
"PLEK","Approved symbol","PLEK","pleckstrin","HGNC:9070","2p14"
"SLC47A2","Approved symbol","SLC47A2","solute carrier family 47 member 2","HGNC:26439","17p11.2"
"MOCS2","Approved symbol","MOCS2","molybdenum cofactor synthesis 2","HGNC:7193","5q11.2"
"TAS2R40","Approved symbol","TAS2R40","taste 2 receptor member 40","HGNC:18885","7q34"
"KIR3DL2","Approved symbol","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2","HGNC:6339","19q13.42"
"CYSLTR2","Approved symbol","CYSLTR2","cysteinyl leukotriene receptor 2","HGNC:18274","13q14.2"
"C4orf51","Approved symbol","C4orf51","chromosome 4 open reading frame 51","HGNC:37264","4q31.21"
"OR8D1","Approved symbol","OR8D1","olfactory receptor family 8 subfamily D member 1","HGNC:8481","11q24.2"
"DBX2","Approved symbol","DBX2","developing brain homeobox 2","HGNC:33186","12q12"
"CCL26","Approved symbol","CCL26","C-C motif chemokine ligand 26","HGNC:10625","7q11.23"
"OR9Q1","Approved symbol","OR9Q1","olfactory receptor family 9 subfamily Q member 1","HGNC:14724","11q12.1"
"FBXO48","Approved symbol","FBXO48","F-box protein 48","HGNC:33857","2p13.3"
"C19orf18","Approved symbol","C19orf18","chromosome 19 open reading frame 18","HGNC:28642","19q13.43"
"C1orf177","Previous symbol","CIMAP2","ciliary microtubule associated protein 2","HGNC:26854","1p32.3"
"TMEM71","Approved symbol","TMEM71","transmembrane protein 71","HGNC:26572","8q24.22"
"ACTL7B","Approved symbol","ACTL7B","actin like 7B","HGNC:162","9q31.3"
"RCCD1","Approved symbol","RCCD1","RCC1 domain containing 1","HGNC:30457","15q26.1"
"GPR135","Approved symbol","GPR135","G protein-coupled receptor 135","HGNC:19991","14q23.1"
"C5AR2","Approved symbol","C5AR2","complement C5a receptor 2","HGNC:4527","19q13.32"
"VAMP5","Approved symbol","VAMP5","vesicle associated membrane protein 5","HGNC:12646","2p11.2"
"OR56A4","Approved symbol","OR56A4","olfactory receptor family 56 subfamily A member 4","HGNC:14791","11p15.4"
"GAST","Approved symbol","GAST","gastrin","HGNC:4164","17q21.2"
"B3GALNT1","Approved symbol","B3GALNT1","beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)","HGNC:918","3q26.1"
"FCRL3","Approved symbol","FCRL3","Fc receptor like 3","HGNC:18506","1q23.1"
"HCLS1","Approved symbol","HCLS1","hematopoietic cell-specific Lyn substrate 1","HGNC:4844","3q13.33"
"ZNF671","Approved symbol","ZNF671","zinc finger protein 671","HGNC:26279","19q13.43"
"PGBD1","Approved symbol","PGBD1","piggyBac transposable element derived 1","HGNC:19398","6p22.1"
"LY9","Approved symbol","LY9","lymphocyte antigen 9","HGNC:6730","1q23.3"
"SBSPON","Approved symbol","SBSPON","somatomedin B and thrombospondin type 1 domain containing","HGNC:30362","8q21.11"
"KIR2DL1","Approved symbol","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1","HGNC:6329","19q13.42"
"SMAGP","Approved symbol","SMAGP","small cell adhesion glycoprotein","HGNC:26918","12q13.13"
"FCGR3A","Approved symbol","FCGR3A","Fc gamma receptor IIIa","HGNC:3619","1q23.3"
"AC022431.2","Unmatched","","","",""
"XCL1","Approved symbol","XCL1","X-C motif chemokine ligand 1","HGNC:10645","1q24.2"
"ATG10","Approved symbol","ATG10","autophagy related 10","HGNC:20315","5q14.1-q14.2"
"HLA-DQA2","Approved symbol","HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2","HGNC:4943","6p21.32"
"LYPD2","Approved symbol","LYPD2","LY6/PLAUR domain containing 2","HGNC:25215","8q24.3"
"OXA1L","Approved symbol","OXA1L","OXA1L mitochondrial inner membrane protein","HGNC:8526","14q11.2"
"NAALADL2","Approved symbol","NAALADL2","N-acetylated alpha-linked acidic dipeptidase like 2","HGNC:23219","3q26.31"
"EREG","Approved symbol","EREG","epiregulin","HGNC:3443","4q13.3"
"SIKE1","Approved symbol","SIKE1","suppressor of IKBKE 1","HGNC:26119","1p13.2"
"C16orf89","Approved symbol","C16orf89","chromosome 16 open reading frame 89","HGNC:28687","16p13.3"
"ZNF17","Approved symbol","ZNF17","zinc finger protein 17","HGNC:12958","19q13.43"
"TCF24","Approved symbol","TCF24","transcription factor 24","HGNC:32275","8q13.1"
"C6orf163","Approved symbol","C6orf163","chromosome 6 open reading frame 163","HGNC:21403","6q15"
"SPN","Approved symbol","SPN","sialophorin","HGNC:11249","16p11.2"
"MBLAC2","Approved symbol","MBLAC2","metallo-beta-lactamase domain containing 2","HGNC:33711","5q14.3"
"BRI3","Approved symbol","BRI3","brain protein I3","HGNC:1109","7q21.3"
"NCR3","Approved symbol","NCR3","natural cytotoxicity triggering receptor 3","HGNC:19077","6p21.33"
"IFNB1","Approved symbol","IFNB1","interferon beta 1","HGNC:5434","9p21.3"
"RP11-80A15.1","Unmatched","","","",""
"GYPE","Approved symbol","GYPE","glycophorin E (MNS blood group)","HGNC:4705","4q31.21"
"CLEC4D","Approved symbol","CLEC4D","C-type lectin domain family 4 member D","HGNC:14554","12p13.31"
"CNTLN","Approved symbol","CNTLN","centlein","HGNC:23432","9p22.2"
"MFSD2B","Approved symbol","MFSD2B","MFSD2 lysolipid transporter B, sphingolipid","HGNC:37207","2p23.3"
"HTR3C","Approved symbol","HTR3C","5-hydroxytryptamine receptor 3C","HGNC:24003","3q27.1"
"KLRC4","Approved symbol","KLRC4","killer cell lectin like receptor C4","HGNC:6377","12p13.2"
"CGREF1","Approved symbol","CGREF1","cell growth regulator with EF-hand domain 1","HGNC:16962","2p23.3"
"SFXN5","Approved symbol","SFXN5","sideroflexin 5","HGNC:16073","2p13.2"
"GLYATL1","Approved symbol","GLYATL1","glycine-N-acyltransferase like 1","HGNC:30519","11q12.1"
"LCN6","Approved symbol","LCN6","lipocalin 6","HGNC:17337","9q34.3"
"LRRC69","Approved symbol","LRRC69","leucine rich repeat containing 69","HGNC:34303","8q21.3"
"C16orf97","Previous symbol","LINC02911","long intergenic non-protein coding RNA 2911","HGNC:44658","16q12.1"
"OR5B21","Approved symbol","OR5B21","olfactory receptor family 5 subfamily B member 21","HGNC:19616","11q12.1"
"CTD-2215E18.1","Unmatched","","","",""
"GTPBP10","Approved symbol","GTPBP10","GTP binding protein 10","HGNC:25106","7q21.13"
"C10orf120","Approved symbol","C10orf120","chromosome 10 open reading frame 120","HGNC:25707","10q26.13"
"PPP3R2","Approved symbol","PPP3R2","protein phosphatase 3 regulatory subunit B, beta","HGNC:9318","9q31.1"
"FOLR4","Previous symbol","IZUMO1R","IZUMO1 receptor, JUNO","HGNC:32565","11q21"
"STARD6","Approved symbol","STARD6","StAR related lipid transfer domain containing 6","HGNC:18066","18q21.2"
"KIAA1024L","Previous symbol","MINAR2","membrane integral NOTCH2 associated receptor 2","HGNC:33914","5q23.3"
"RP11-817J15.3","Unmatched","","","",""
"HIST1H2BC","Previous symbol","H2BC4","H2B clustered histone 4","HGNC:4757","6p22.2"
"ZNF556","Approved symbol","ZNF556","zinc finger protein 556","HGNC:25669","19p13.3"
"TRMT10A","Approved symbol","TRMT10A","tRNA methyltransferase 10A","HGNC:28403","4q23"
"ANXA2R","Approved symbol","ANXA2R","annexin A2 receptor","HGNC:33463","5p12"
"CFHR3","Approved symbol","CFHR3","complement factor H related 3","HGNC:16980","1q31.3"
"HIATL2","Previous symbol","MFSD14CP","major facilitator superfamily domain containing 14C, pseudogene","HGNC:23672","9q22.33"
"CX3CR1","Approved symbol","CX3CR1","C-X3-C motif chemokine receptor 1","HGNC:2558","3p22.2"
"MTRNR2L12","Approved symbol","MTRNR2L12","MT-RNR2 like 12 (pseudogene)","HGNC:37169","3q11.2"
"CCR8","Approved symbol","CCR8","C-C motif chemokine receptor 8","HGNC:1609","3p22.1"
"KLRC1","Approved symbol","KLRC1","killer cell lectin like receptor C1","HGNC:6374","12p13"
"ZNF891","Approved symbol","ZNF891","zinc finger protein 891","HGNC:38709","12q24.33"
"C8orf86","Previous symbol","LINC03042","long intergenic non-protein coding RNA 3042","HGNC:33774","8p11.22"
"KRTAP10-4","Approved symbol","KRTAP10-4","keratin associated protein 10-4","HGNC:20521","21q22.3"
"RLN3","Approved symbol","RLN3","relaxin 3","HGNC:17135","19p13.12"
"FPR3","Approved symbol","FPR3","formyl peptide receptor 3","HGNC:3828","19q13.41"
"SPATA6","Approved symbol","SPATA6","spermatogenesis associated 6","HGNC:18309","1p33"
"ARL4D","Approved symbol","ARL4D","ADP ribosylation factor like GTPase 4D","HGNC:656","17q21.31"
"FAM175A","Previous symbol","ABRAXAS1","abraxas 1, BRCA1 A complex subunit","HGNC:25829","4q21.23"
"NUF2","Approved symbol","NUF2","NUF2 component of NDC80 kinetochore complex","HGNC:14621","1q23.3"
"GPR97","Previous symbol","ADGRG3","adhesion G protein-coupled receptor G3","HGNC:13728","16q21"
"ARL13B","Approved symbol","ARL13B","ADP ribosylation factor like GTPase 13B","HGNC:25419","3q11.1-q11.2"
"TYR","Approved symbol","TYR","tyrosinase","HGNC:12442","11q14.3"
"LRRC19","Approved symbol","LRRC19","leucine rich repeat containing 19","HGNC:23379","9p21.2"
"PDRG1","Approved symbol","PDRG1","p53 and DNA damage regulated 1","HGNC:16119","20q11.21"
"CNRIP1","Approved symbol","CNRIP1","cannabinoid receptor interacting protein 1","HGNC:24546","2p14"
"OR2T34","Approved symbol","OR2T34","olfactory receptor family 2 subfamily T member 34","HGNC:31256","1q44"
"GOLGA8M","Approved symbol","GOLGA8M","golgin A8 family member M","HGNC:44404","15q13.1"
"CBWD5","Previous symbol","ZNG1E","Zn regulated GTPase metalloprotein activator 1E","HGNC:24584","9q21.11"
"LACRT","Approved symbol","LACRT","lacritin","HGNC:16430","12q13.2"
"UBXN2B","Approved symbol","UBXN2B","UBX domain protein 2B","HGNC:27035","8q12.1"
"ZBED2","Approved symbol","ZBED2","zinc finger BED-type containing 2","HGNC:20710","3q13.13"
"ROPN1B","Approved symbol","ROPN1B","rhophilin associated tail protein 1B","HGNC:31927","3q21.2"
"C3orf35","Previous symbol","APRG1","APRG1 tumor suppressor candidate","HGNC:24082","3p22.2"
"SLC9B2","Approved symbol","SLC9B2","solute carrier family 9 member B2","HGNC:25143","4q24"
"PTGDR","Approved symbol","PTGDR","prostaglandin D2 receptor","HGNC:9591","14q22.1"
"RPSAP58","Previous symbol","RPSA2","ribosomal protein SA 2","HGNC:36809","19p12"
"POSTN","Approved symbol","POSTN","periostin","HGNC:16953","13q13.3"
"NPIPA5","Approved symbol","NPIPA5","nuclear pore complex interacting protein family member A5","HGNC:41980","16p13.11"
"GSTM5","Approved symbol","GSTM5","glutathione S-transferase mu 5","HGNC:4637","1p13.3"
"TUSC3","Approved symbol","TUSC3","tumor suppressor candidate 3","HGNC:30242","8p22"
"ADORA3","Approved symbol","ADORA3","adenosine A3 receptor","HGNC:268","1p13.2"
"RNASE4","Approved symbol","RNASE4","ribonuclease A family member 4","HGNC:10047","14q11.2"
"ZSCAN29","Approved symbol","ZSCAN29","zinc finger and SCAN domain containing 29","HGNC:26673","15q15.3"
"TMEM212","Approved symbol","TMEM212","transmembrane protein 212","HGNC:34295","3q26.31"
"ZNF530","Approved symbol","ZNF530","zinc finger protein 530","HGNC:29297","19q13.43"
"IQCF3","Approved symbol","IQCF3","IQ motif containing F3","HGNC:31816","3p21.2"
"FKSG52","Unmatched","","","",""
"RNF135","Approved symbol","RNF135","ring finger protein 135","HGNC:21158","17q11.2"
"KHDC1L","Approved symbol","KHDC1L","KH domain containing 1 like","HGNC:37274","6q13"
"CNTN6","Approved symbol","CNTN6","contactin 6","HGNC:2176","3p26.3"
"NUDT19","Approved symbol","NUDT19","nudix hydrolase 19","HGNC:32036","19q13.11"
